,Gini
0,0.0
1,0.0
2,0.0039199999999999235
3,0.0039199999999999235
4,0.0039199999999999235
5,0.005819999999999936
6,0.007679999999999909
7,0.009500000000000064
8,0.009500000000000064
9,0.013020000000000032
10,0.014719999999999955
11,0.014719999999999955
12,0.014719999999999955
13,0.01654
14,0.018179999999999974
15,0.018179999999999974
16,0.018179999999999974
17,0.018179999999999974
18,0.018179999999999974
19,0.018179999999999974
20,0.018179999999999974
21,0.018179999999999974
22,0.018360000000000043
23,0.018360000000000043
24,0.018360000000000043
25,0.020140000000000047
26,0.02192000000000005
27,0.023499999999999965
28,0.023499999999999965
29,0.02522000000000002
30,0.02846000000000004
31,0.02846000000000004
32,0.029920000000000058
33,0.03300000000000003
34,0.03300000000000003
35,0.03595999999999999
36,0.03695999999999999
37,0.03695999999999999
38,0.03695999999999999
39,0.03820000000000001
40,0.03820000000000001
41,0.03969999999999996
42,0.03969999999999996
43,0.03969999999999996
44,0.03969999999999996
45,0.03969999999999996
46,0.03969999999999996
47,0.04244000000000003
48,0.04244000000000003
49,0.04244000000000003
50,0.04498000000000002
51,0.04356000000000004
52,0.04356000000000004
53,0.04127999999999998
54,0.04244000000000003
55,0.04244000000000003
56,0.04244000000000003
57,0.04244000000000003
58,0.04244000000000003
59,0.04498000000000002
60,0.04498000000000002
61,0.045399999999999996
62,0.045399999999999996
63,0.045399999999999996
64,0.04720000000000002
65,0.04720000000000002
66,0.04720000000000002
67,0.04868000000000006
68,0.04868000000000006
69,0.05003999999999997
70,0.05003999999999997
71,0.05003999999999997
72,0.05003999999999997
73,0.05003999999999997
74,0.051080000000000014
75,0.051080000000000014
76,0.04959999999999998
77,0.051000000000000045
78,0.051000000000000045
79,0.051000000000000045
80,0.052000000000000046
81,0.052000000000000046
82,0.052000000000000046
83,0.052000000000000046
84,0.052000000000000046
85,0.051939999999999986
86,0.05235999999999996
87,0.05235999999999996
88,0.05235999999999996
89,0.05235999999999996
90,0.05235999999999996
91,0.05457999999999996
92,0.05457999999999996
93,0.05457999999999996
94,0.05457999999999996
95,0.05457999999999996
96,0.05457999999999996
97,0.05457999999999996
98,0.05591999999999997
99,0.05737999999999999
