Step,AgentID,Wealth,Steps_not_given,CarbonFootprint,RecyclingBehavior
1,1,1,0,1.6778815824883717,0.2503381359021498
1,2,1,0,1.2328854549374306,0.7155276930444238
1,3,1,0,1.7891414821709903,0.9215593691031394
1,4,1,0,1.457953906943655,0.7973330947898011
1,5,1,0,1.9882389076220612,0.15660431745879289
1,6,1,0,1.7238218297296322,0.834112805498216
1,7,1,0,1.7323513514834836,0.6834617659343635
1,8,1,0,0.9315572738667504,0.7038760977200453
1,9,1,0,0.5758760076766273,0.56605885116307
1,10,1,0,0.57396543186012,0.9037906772475046
1,11,1,0,1.2456154684034129,0.38112749057814177
1,12,1,0,1.1760413128124676,0.11543953338302115
1,13,1,0,1.6185908996413882,0.6348257013644586
1,14,1,0,1.9769150652349725,0.14471166990892748
1,15,1,0,1.8921985803416501,0.27857806521768125
1,16,1,0,1.8874832854452614,0.37550594012301564
1,17,1,0,1.8064377421533921,0.5399792704199671
1,18,1,0,0.9826314761979319,0.42170072117585755
1,19,1,0,1.9994753082547594,0.6844076386409442
1,20,1,0,0.9748024041706462,0.08966064433044962
1,21,1,0,0.5774919831023181,0.8918975151799312
1,22,1,0,1.6945180060288885,0.7062258175941785
1,23,1,0,0.9094257667173844,0.18121259782931076
1,24,1,0,0.8588889803609367,0.40440225016864195
1,25,1,0,0.5780966146192323,0.0359577923612584
1,26,1,0,1.7850201735953937,0.6973236933110284
1,27,1,0,0.6181062939546664,0.6434713112096252
1,28,1,0,1.3244718639223185,0.8948386993512496
1,29,1,0,1.33283753654114,0.4084008169280262
1,30,1,0,1.8511354264977071,0.5306162568656038
1,31,1,0,1.3208789086465909,0.4144271639844952
1,32,1,0,0.6616489199801425,0.8480873331358362
1,33,1,0,1.9549449982322347,0.9911638130822863
1,34,1,0,1.5005172109025198,0.7980675682515361
1,35,1,0,0.8696895723578124,0.07466380698492703
1,36,1,0,0.865685977919499,0.8354334958361211
1,37,1,0,1.9288044563480844,0.5079639033796679
1,38,1,0,1.4596126658992583,0.8700174741912742
1,39,1,0,1.1317080039402005,0.17843280749926527
1,40,1,0,1.4418566977999192,0.03762403817855653
1,41,1,0,0.546125117705301,0.7150022214063358
1,42,1,0,1.0866071154034511,0.7188260566483392
1,43,1,0,1.88315302963044,0.12289788381269351
1,44,1,0,0.5089923430317246,0.3074536177867445
1,45,1,0,1.8786241675253152,0.2154809513199003
1,46,1,0,0.9127537444617652,0.19470543571871046
1,47,1,0,1.2208531079583171,0.41639678226085297
1,48,1,0,1.630528160753724,0.08303942741385129
1,49,1,0,1.4684435027482765,0.5725656389705363
1,50,1,0,1.920545779988518,0.42209016644646236
1,51,1,0,0.5679395208076665,0.5066083070838902
1,52,1,0,0.6775443093263036,0.8512249503866083
1,53,1,0,1.6237026209021899,0.9663553901389859
1,54,1,0,0.5387088248691285,0.4252977836046793
1,55,1,0,1.438912855556928,0.41632058046061116
1,56,1,0,0.9336025667271827,0.6355905363427745
1,57,1,0,1.5104167053992563,0.264451262125734
1,58,1,0,1.4032089323734656,0.8703102470917962
1,59,1,0,1.4752639292579441,0.14937365330655117
1,60,1,0,1.3802464919692579,0.009087194995079706
1,61,1,0,1.461763754364843,0.2924700532948532
1,62,1,0,1.9402578455324193,0.23883612696393475
1,63,1,0,1.3435512670270877,0.7292786005124848
1,64,1,0,1.1366108402332507,0.8351659357479365
1,65,1,0,1.1182510479560397,0.5218365230068109
1,66,1,0,1.5087215012540343,0.21658199452568738
1,67,1,0,1.9497569314604912,0.11957343727438141
1,68,1,0,1.2582187728502763,0.9181271078558341
1,69,1,0,1.4186575873017404,0.9375471484863944
1,70,1,0,1.701276516086787,0.8125016541584202
1,71,1,0,1.5390929235742556,0.8957345824365871
1,72,1,0,0.8382398059487597,0.439166339771896
1,73,1,0,0.6699577109146121,0.5899527168357661
1,74,1,0,0.9453825848223851,0.09336402177001801
1,75,1,0,1.018441501305225,0.4197230135746388
1,76,1,0,1.9661727836427951,0.5227777509190377
1,77,1,0,1.4175131936543484,0.789673429436483
1,78,1,0,1.8633479643709336,0.8744575721306056
1,79,1,0,1.2099912868420653,0.9202531129519362
1,80,1,0,1.6049218461737829,0.3015941910127218
1,81,1,0,1.4735265327871065,0.32469564641910165
1,82,1,0,1.226193979134159,0.6123339670135952
1,83,1,0,0.7404389546652683,0.8937609591740224
1,84,1,0,1.889385202233817,0.8711346556843286
1,85,1,0,0.9192942797290351,0.602465672095835
1,86,1,0,0.687640462142953,0.32619063325936837
1,87,1,0,1.927919814735262,0.25818640276405924
1,88,1,0,0.826525386312905,0.6273447094570428
1,89,1,0,1.383283757372542,0.2701378379497651
1,90,1,0,1.880864573079157,0.46481157094269065
1,91,1,0,0.549137845023606,0.5909874852952258
1,92,1,0,0.596080049842623,0.20093293575285687
1,93,1,0,0.5389577477820477,0.720432709243853
1,94,1,0,1.920286934350705,0.1395161299360319
1,95,1,0,0.9393552005034609,0.2968591481618986
1,96,1,0,0.9540701711821327,0.04969992226636577
1,97,1,0,0.5793334198075881,0.595926404979861
1,98,1,0,1.2382347037382284,0.48615081278595684
1,99,1,0,0.7884667470711844,0.3143610639703385
1,100,1,0,1.7792694705985856,0.25002613767045534
2,1,1,1,1.6778815824883717,0.2503381359021498
2,2,1,1,1.2328854549374306,0.7155276930444238
2,3,1,1,1.7891414821709903,0.9215593691031394
2,4,1,1,1.457953906943655,0.7973330947898011
2,5,1,0,1.9882389076220612,0.15660431745879289
2,6,1,1,1.7238218297296322,0.834112805498216
2,7,1,1,1.7323513514834836,0.6834617659343635
2,8,1,1,0.9315572738667504,0.7038760977200453
2,9,1,1,0.5758760076766273,0.56605885116307
2,10,1,1,0.57396543186012,0.9037906772475046
2,11,1,0,1.2456154684034129,0.38112749057814177
2,12,1,1,1.1760413128124676,0.11543953338302115
2,13,1,1,1.6185908996413882,0.6348257013644586
2,14,1,1,1.9769150652349725,0.14471166990892748
2,15,1,1,1.8921985803416501,0.27857806521768125
2,16,1,1,1.8874832854452614,0.37550594012301564
2,17,1,1,1.8064377421533921,0.5399792704199671
2,18,1,1,0.9826314761979319,0.42170072117585755
2,19,1,0,1.9994753082547594,0.6844076386409442
2,20,1,1,0.9748024041706462,0.08966064433044962
2,21,1,0,0.5774919831023181,0.8918975151799312
2,22,1,1,1.6945180060288885,0.7062258175941785
2,23,1,1,0.9094257667173844,0.18121259782931076
2,24,1,1,0.8588889803609367,0.40440225016864195
2,25,1,1,0.5780966146192323,0.0359577923612584
2,26,1,1,1.7850201735953937,0.6973236933110284
2,27,1,1,0.6181062939546664,0.6434713112096252
2,28,1,0,1.3244718639223185,0.8948386993512496
2,29,1,1,1.33283753654114,0.4084008169280262
2,30,1,1,1.8511354264977071,0.5306162568656038
2,31,1,1,1.3208789086465909,0.4144271639844952
2,32,1,1,0.6616489199801425,0.8480873331358362
2,33,1,0,1.9549449982322347,0.9911638130822863
2,34,1,1,1.5005172109025198,0.7980675682515361
2,35,1,0,0.8696895723578124,0.07466380698492703
2,36,1,1,0.865685977919499,0.8354334958361211
2,37,1,1,1.9288044563480844,0.5079639033796679
2,38,1,1,1.4596126658992583,0.8700174741912742
2,39,1,0,1.1317080039402005,0.17843280749926527
2,40,1,1,1.4418566977999192,0.03762403817855653
2,41,1,1,0.546125117705301,0.7150022214063358
2,42,1,1,1.0866071154034511,0.7188260566483392
2,43,1,0,1.88315302963044,0.12289788381269351
2,44,1,0,0.5089923430317246,0.3074536177867445
2,45,1,1,1.8786241675253152,0.2154809513199003
2,46,1,1,0.9127537444617652,0.19470543571871046
2,47,1,1,1.2208531079583171,0.41639678226085297
2,48,1,1,1.630528160753724,0.08303942741385129
2,49,1,1,1.4684435027482765,0.5725656389705363
2,50,1,0,1.920545779988518,0.42209016644646236
2,51,1,1,0.5679395208076665,0.5066083070838902
2,52,1,1,0.6775443093263036,0.8512249503866083
2,53,1,1,1.6237026209021899,0.9663553901389859
2,54,1,0,0.5387088248691285,0.4252977836046793
2,55,1,1,1.438912855556928,0.41632058046061116
2,56,1,1,0.9336025667271827,0.6355905363427745
2,57,1,1,1.5104167053992563,0.264451262125734
2,58,1,1,1.4032089323734656,0.8703102470917962
2,59,1,1,1.4752639292579441,0.14937365330655117
2,60,1,1,1.3802464919692579,0.009087194995079706
2,61,1,0,1.461763754364843,0.2924700532948532
2,62,1,1,1.9402578455324193,0.23883612696393475
2,63,1,1,1.3435512670270877,0.7292786005124848
2,64,1,0,1.1366108402332507,0.8351659357479365
2,65,1,1,1.1182510479560397,0.5218365230068109
2,66,1,1,1.5087215012540343,0.21658199452568738
2,67,1,0,1.9497569314604912,0.11957343727438141
2,68,1,1,1.2582187728502763,0.9181271078558341
2,69,1,1,1.4186575873017404,0.9375471484863944
2,70,1,1,1.701276516086787,0.8125016541584202
2,71,1,1,1.5390929235742556,0.8957345824365871
2,72,1,1,0.8382398059487597,0.439166339771896
2,73,1,1,0.6699577109146121,0.5899527168357661
2,74,1,1,0.9453825848223851,0.09336402177001801
2,75,1,0,1.018441501305225,0.4197230135746388
2,76,1,1,1.9661727836427951,0.5227777509190377
2,77,1,1,1.4175131936543484,0.789673429436483
2,78,1,1,1.8633479643709336,0.8744575721306056
2,79,1,0,1.2099912868420653,0.9202531129519362
2,80,1,1,1.6049218461737829,0.3015941910127218
2,81,1,1,1.4735265327871065,0.32469564641910165
2,82,1,1,1.226193979134159,0.6123339670135952
2,83,1,1,0.7404389546652683,0.8937609591740224
2,84,1,1,1.889385202233817,0.8711346556843286
2,85,1,0,0.9192942797290351,0.602465672095835
2,86,1,1,0.687640462142953,0.32619063325936837
2,87,1,1,1.927919814735262,0.25818640276405924
2,88,1,0,0.826525386312905,0.6273447094570428
2,89,1,0,1.383283757372542,0.2701378379497651
2,90,1,0,1.880864573079157,0.46481157094269065
2,91,1,1,0.549137845023606,0.5909874852952258
2,92,1,1,0.596080049842623,0.20093293575285687
2,93,1,1,0.5389577477820477,0.720432709243853
2,94,1,1,1.920286934350705,0.1395161299360319
2,95,1,0,0.9393552005034609,0.2968591481618986
2,96,1,1,0.9540701711821327,0.04969992226636577
2,97,1,1,0.5793334198075881,0.595926404979861
2,98,1,1,1.2382347037382284,0.48615081278595684
2,99,1,1,0.7884667470711844,0.3143610639703385
2,100,1,1,1.7792694705985856,0.25002613767045534
3,1,1,2,1.6778815824883717,0.2503381359021498
3,2,1,0,1.2328854549374306,0.7155276930444238
3,3,1,2,1.7891414821709903,0.9215593691031394
3,4,1,2,1.457953906943655,0.7973330947898011
3,5,1,0,1.9882389076220612,0.15660431745879289
3,6,1,0,1.7238218297296322,0.834112805498216
3,7,1,2,1.7323513514834836,0.6834617659343635
3,8,1,2,0.9315572738667504,0.7038760977200453
3,9,1,2,0.5758760076766273,0.56605885116307
3,10,1,0,0.57396543186012,0.9037906772475046
3,11,1,0,1.2456154684034129,0.38112749057814177
3,12,1,0,1.1760413128124676,0.11543953338302115
3,13,1,0,1.6185908996413882,0.6348257013644586
3,14,1,2,1.9769150652349725,0.14471166990892748
3,15,1,0,1.8921985803416501,0.27857806521768125
3,16,1,0,1.8874832854452614,0.37550594012301564
3,17,1,2,1.8064377421533921,0.5399792704199671
3,18,1,2,0.9826314761979319,0.42170072117585755
3,19,1,1,1.9994753082547594,0.6844076386409442
3,20,1,2,0.9748024041706462,0.08966064433044962
3,21,1,1,0.5774919831023181,0.8918975151799312
